Адреса,Кількість кімнат,Площа,Ціна,Район,Станція метро
"вул. Драгомирова, 18",4 кімнати,120 м²,74 906 грн,"Печерський,",Дружби народів
"вул. Звіринецька, 10",7 кімнат,370 м²,168 539 грн,"Печерський,",Дружби народів
"вул. Бульварно-Кудрявська, 15А",4 кімнати,105 м²,59 925 грн,"Шевченківський,",Золоті ворота
"пров. Лабораторний, 7",2 кімнати,65 м²,39 326 грн,"Печерський,",Печерська
"вул. Саперне Поле, 5",2 кімнати,60 м²,52 434 грн,"Печерський,",Дружби народів
"вул. Антоновича, 74-78",1 кімната,56 м²,37 416 грн,"Голосіївський,",Олімпійська
"вул. Михайла Бойчука, 17",2 кімнати,60 м²,37 453 грн,"Печерський,",Печерська
"вул. Глибочицька, 32А",3 кімнати,140 м²,44 944 грн,"Шевченківський,",Лук'янівська
"вул. Івана Мазепи, 3",2 кімнати,86 м²,63 670 грн,"Печерський,",Арсенальна
"вул. Лютеранська, 7-12",2 кімнати,100 м²,86 142 грн,"Печерський,",Майдан Незалежності
"вул. Драгомирова, 18",4 кімнати,145 м²,74 906 грн,"Печерський,",Дружби народів
"вул. Деміївська, 62",2 кімнати,72 м²,52 000 грн,"Голосіївський,",Деміївська
"вул. Деміївська, 62",2 кімнати,90 м²,59 925 грн,"Голосіївський,",Деміївська
"вул. Горького, 44",3 кімнати,100 м²,59 925 грн,"Голосіївський,",Олімпійська
"вул. Патріса Лумумби, 12",3 кімнати,85 м²,67 416 грн,"Печерський,",Дружби народів
"вул. Деміївська, 62",3 кімнати,124 м²,71 161 грн,"Голосіївський,",Деміївська
"вул. Академика Філатова, 53",3 кімнати,100 м²,71 161 грн,"Печерський,",Либідська
"вул. Михайла Грушевського, 34",2 кімнати,77 м²,44 944 грн,"Шевченківський,",Арсенальна
"вул. Патріса Лумумби, 12",4 кімнати,220 м²,149 813 грн,"Печерський,",Дружби народів
"вул. Звіринецька, 10",7 кімнат,370 м²,168 539 грн,"Печерський,",Дружби народів
"вул. Січових Стрільців, 52а/52д",2 кімнати,83 м²,56 180 грн,"Шевченківський,",Лук'янівська
"вул. Буслівська, 12",4 кімнати,120 м²,89 700 грн,"Печерський,",Дружби народів
"вул. Драгомирова, 18",4 кімнати,160 м²,89 888 грн,"Печерський,",Дружби народів
"вул. Академика Філатова, 53",4 кімнати,164 м²,74 906 грн,"Печерський,",Либідська
"вул. Богдана Хмельницького, 72В",4 кімнати,160 м²,93 633 грн,"Шевченківський,",Золоті ворота
"вул. Драгомирова, 1-20а",4 кімнати,125 м²,89 888 грн,"Печерський,",Дніпро
"вул. Драгомирова, 1-20а",3 кімнати,150 м²,82 397 грн,"Печерський,",
"вул. Драгомирова, 1-20а",3 кімнати,120 м²,67 416 грн,"Печерський,",Дніпро
пров. Тбіліський,3 кімнати,87 м²,25 000 грн,"Шевченківський,",Політехнічний інститут
"вул. Майкопська, 1А",3 кімнати,100 м²,33 708 грн,"Голосіївський,",Печерська
"пров. Лабораторний, 7",2 кімнати,95 м²,168 539 грн,"Печерський,",
"вул. Старонаводницька, 6Б",3 кімнати,130 м²,29 963 грн,"Печерський,",Печерська
"Днепровская Набережная, 1",2 кімнати,130 м²,56 180 грн,"Дніпровський,",Дніпро
"вул. Хмельницька, 10",3 кімнати,92 м²,24 345 грн,"Подільський,",Святошин
"Липковского, 16А",3 кімнати,76 м²,30 000 грн,"Солом'янський,",
"вул. Драгомирова, 7",2 кімнати,85 м²,37 453 грн,"Печерський,",Печерська
"узвіз Миколи Амосова, 4",3 кімнати,80 м²,29 963 грн,"Солом'янський,",Олімпійська
"вул. Інститутська, 18",3 кімнати,95 м²,33 708 грн,"Печерський,",
"Тараса Шевченко бул., 1",1 кімната,54 м²,48 689 грн,"Печерський,",Печерська
"вул. Буслівська, 12",3 кімнати,120 м²,187 266 грн,"Печерський,",Дніпро
"вул. Назарівська, 23",1 кімната,75 м²,20 000 грн,"Голосіївський,",
"вул. Заньковецької, 6",5 кімнат,200 м²,82 397 грн,"Голосіївський,",
"вул. Глибочицька, 32В",4 кімнати,121 м²,74 906 грн,"Шевченківський,",
"вул. Оленівська, 10",4 кімнати,75 м²,23 408 грн,"Подільський,",Тараса Шевченка
"вул. Драгомирова, 16",3 кімнати,115 м²,74 906 грн,"Печерський,",Дружби народів
"бул. Лесі Українки, 7А",2 кімнати,94 м²,29 963 грн,"Печерський,",
"вул. Академіка Єфремова, 9",3 кімнати,80 м²,16 000 грн,"Святошинський,",Академмістечко
"вул. Драгомирова, 16",3 кімнати,115 м²,74 906 грн,"Печерський,",Дружби народів
"вул. Коновальця Євгена, 44А",1 кімната,70 м²,41 198 грн,"Печерський,",Печерська
"вул. Павлівська, 17",5 кімнат,195 м²,33 708 грн,",",
"вул. Гоголівська, 14",4 кімнати,220 м²,149 813 грн,"Шевченківський,",
"вул. Січових Стрільців, 40",5 кімнат,196 м²,59 925 грн,"Шевченківський,",Лук'янівська
"вул. Тургенєвська, 52-58",9 кімнат,285 м²,37 453 грн,"Шевченківський,",Лук'янівська
"вул. Олеся Гончара, 59",2 кімнати,90 м²,26 217 грн,"Шевченківський,",Університет
"вул. Коновальця Євгена, 32Г",3 кімнати,159 м²,37 453 грн,"Печерський,",Печерська
"вул. Павлівська, 18",4 кімнати,140 м²,37 453 грн,"Шевченківський,",Лук'янівська
"вул. Галицька, 14А",2 кімнати,44 м²,7 000 грн,"Подільський,",Мінська
"вул. Григорія Андрющенка, 1",1 кімната,540 м²,185 393 грн,"Печерський,",
"вул. Жилянська, 59",3 кімнати,140 м²,47 244 грн,"Шевченківський,",Площа Льва Толстого
"вул. Казимира Малевича, 89",3 кімнати,110 м²,48 689 грн,"Голосіївський,",
"вул. Лютеранська, 10А",4 кімнати,224 м²,41 198 грн,"Печерський,",Хрещатик
"пл. Михайлівська, 19",3 кімнати,89 м²,27 000 грн,"Шевченківський,",Майдан Незалежності
"вул. Гоголівська, 14",2 кімнати,90 м²,41 198 грн,"Шевченківський,",Університет
вул. Бориса Грінченка,2 кімнати,55 м²,33 708 грн,"Печерський,",Майдан Незалежності
вул. Зарічна,2 кімнати,65 м²,32 000 грн,"Дарницький,",
"вулиця Срібнокільська, 3В",1 кімната,92 м²,19 000 грн,"Дарницький,",Позняки
"вул. Драгомирова, 3",3 кімнати,85 м²,48 689 грн,"Печерський,",
"вул. Левка Лук'яненка, 21",4 кімнати,170 м²,74 906 грн,"Оболонський,",
"вул. Маккейна Джона, 26",2 кімнати,55 м²,29 963 грн,"Печерський,",Дружби народів
